"사용일자","호선명","역명","승차총승객수","하차총승객수","등록일자"
"20260521","7호선","수락산","14210","14263","20260524"
"20260521","안산선","수리산","4752","3922","20260524"
"20260521","경의선","수색","3974","4080","20260524"
"20260521","분당선","수서","20109","21234","20260524"
"20260521","3호선","수서","21111","20759","20260524"
"20260521","경부선","수원","41622","43870","20260524"
"20260521","분당선","수원","9011","8390","20260524"
"20260521","분당선","수원시청","15731","16799","20260524"
"20260521","4호선","수유(강북구청)","38435","38422","20260524"
"20260521","8호선","수진","6324","5757","20260524"
"20260521","4호선","숙대입구(갈월)","19254","18941","20260524"
"20260521","7호선","숭실대입구(살피재)","18675","18440","20260524"
"20260521","수인선","숭의","5296","4856","20260524"
"20260521","1호선","시청","31064","31772","20260524"
"20260521","2호선","시청","31718","30705","20260524"
"20260521","분당선","신갈","5684","5459","20260524"
"20260521","5호선","신금호","7441","7890","20260524"
"20260521","경부선","신길","9717","8495","20260524"
"20260521","5호선","신길","5724","5902","20260524"
"20260521","안산선","신길온천","2314","2115","20260524"
"20260521","경춘선","신내","3393","3316","20260524"
"20260521","9호선","신논현","34122","34902","20260524"
"20260521","2호선","신답","2046","2257","20260524"
"20260521","2호선","신당","17303","17769","20260524"
"20260521","6호선","신당","9682","10076","20260524"
"20260521","2호선","신대방","27537","26273","20260524"
"20260521","7호선","신대방삼거리","17470","16653","20260524"
"20260521","경부선","신도림","4380","4715","20260524"
"20260521","2호선","신도림","55378","52926","20260524"
"20260521","경강선","신둔도예촌","1785","1562","20260524"
"20260521","신림선","신림","2571","3051","20260524"
"20260521","2호선","신림","61684","60563","20260524"
"20260521","9호선","신목동","5523","4980","20260524"
"20260521","9호선","신반포","5781","5529","20260524"
"20260521","9호선","신방화","8087","7910","20260524"
"20260521","3호선","신사","29463","30987","20260524"
"20260521","우이신설선","신설동","3012","2748","20260524"
"20260521","2호선","신설동","4040","4095","20260524"
"20260521","1호선","신설동","16418","15938","20260524"
"20260521","4호선","신용산","24007","25759","20260524"
"20260521","중앙선","신원","153","149","20260524"
"20260521","경원선","신이문","9969","8946","20260524"
"20260521","5호선","신정(은행정)","15684","13041","20260524"
"20260521","2호선","신정네거리","11434","11799","20260524"
"20260521","장항선","신창(순천향대)","4257","3016","20260524"
"20260521","2호선","신촌","44812","44909","20260524"
"20260521","경의선","신촌","1383","1672","20260524"
"20260521","수인선","신포","1963","2058","20260524"
"20260521","7호선","신풍","13629","12743","20260524"
"20260521","8호선","신흥","6333","6462","20260524"
"20260521","4호선","쌍문","33542","31117","20260524"
"20260521","장항선","쌍용(나사렛대)","3826","3558","20260524"
"20260521","장항선","아산","5327","5231","20260524"
"20260521","중앙선","아신","511","527","20260524"
"20260521","5호선","아차산(어린이대공원후문)","16649","16350","20260524"
"20260521","2호선","아현","13212","12316","20260524"
"20260521","3호선","안국","28895","30128","20260524"
"20260521","안산선","안산","12601","11293","20260524"
"20260521","6호선","안암(고대병원앞)","19703","21521","20260524"
"20260521","경부선","안양","29410","29202","20260524"
"20260521","8호선","암사","18561","16958","20260524"
"20260521","8호선","암사역사공원","8639","7523","20260524"
"20260521","3호선","압구정","33593","36279","20260524"
"20260521","분당선","압구정로데오","19728","21604","20260524"
"20260521","5호선","애오개","7976","7599","20260524"
"20260521","경의선","야당","8345","8568","20260524"
"20260521","수인선","야목","855","740","20260524"
"20260521","분당선","야탑","29484","31006","20260524"
"20260521","6호선","약수","4327","4254","20260524"
"20260521","3호선","약수","14520","14263","20260524"
"20260521","중앙선","양수","1867","1935","20260524"
"20260521","중앙선","양원","3817","3671","20260524"
"20260521","3호선","양재(서초구청)","45382","47316","20260524"
"20260521","중앙선","양정","531","459","20260524"
"20260521","경원선","양주","7883","7643","20260524"
"20260521","2호선","양천구청","7935","8434","20260524"
"20260521","9호선","양천향교","13099","13524","20260524"
"20260521","5호선","양평","10126","9944","20260524"
"20260521","중앙선","양평","3179","3303","20260524"
"20260521","7호선","어린이대공원(세종대)","24958","26918","20260524"
"20260521","수인선","어천","1525","1404","20260524"
"20260521","9호선2~3단계","언주","13384","13716","20260524"
"20260521","5호선","여의나루","13121","14564","20260524"
"20260521","5호선","여의도","33158","35922","20260524"
"20260521","9호선","여의도","35167","34968","20260524"
"20260521","경강선","여주","3407","3113","20260524"
"20260521","경인선","역곡","30768","31429","20260524"
"20260521","2호선","역삼","58418","66695","20260524"
"20260521","6호선","역촌","4372","5239","20260524"
"20260521","수인선","연수","5237","5234","20260524"
"20260521","3호선","연신내","41528","39816","20260524"
"20260521","6호선","연신내","1","0","20260524"
"20260521","경원선","연천","911","940","20260524"
"20260521","9호선","염창","20562","19738","20260524"
"20260521","경부선","영등포","43483","43469","20260524"
"20260521","5호선","영등포구청","5906","6008","20260524"
"20260521","2호선","영등포구청","26959","27791","20260524"
"20260521","5호선","영등포시장","13509","13345","20260524"
"20260521","공항철도 1호선","영종","4738","4931","20260524"
"20260521","분당선","영통","10603","10694","20260524"
"20260521","5호선","오금","4508","4542","20260524"
"20260521","3호선","오금","7731","7116","20260524"
"20260521","경인선","오류동","13050","12117","20260524"
"20260521","분당선","오리","12876","11400","20260524"
"20260521","5호선","오목교(목동운동장앞)","23733","25434","20260524"
"20260521","수인선","오목천","5766","5026","20260524"
"20260521","중앙선","오빈","320","329","20260524"
"20260521","경부선","오산","11927","12101","20260524"
"20260521","경부선","오산대","4563","4205","20260524"
"20260521","안산선","오이도","8639","8653","20260524"
"20260521","3호선","옥수","10630","10885","20260524"
"20260521","경원선","옥수","59","30","20260524"
"20260521","7호선","온수(성공회대입구)","12214","11340","20260524"
"20260521","경인선","온수(성공회대입구)","7530","7115","20260524"
"20260521","장항선","온양온천","4718","4981","20260524"
"20260521","9호선2~3단계","올림픽공원(한국체대)","7545","7796","20260524"
"20260521","5호선","올림픽공원(한국체대)","5570","4633","20260524"
"20260521","경원선","왕십리(성동구청)","19218","18988","20260524"
"20260521","5호선","왕십리(성동구청)","5604","6122","20260524"
"20260521","2호선","왕십리(성동구청)","19592","16991","20260524"
"20260521","경원선","외대앞","15956","15782","20260524"
"20260521","2호선","용답","3639","3713","20260524"
"20260521","2호선","용두(동대문구청)","2616","2564","20260524"
"20260521","7호선","용마산(용마폭포공원)","6652","6380","20260524"
"20260521","중앙선","용문","1933","1885","20260524"
"20260521","경부선","용산","47671","47939","20260524"
"20260521","5호선","우장산","17523","17323","20260524"
"20260521","중앙선","운길산","687","655","20260524"
"20260521","공항철도 1호선","운서","10580","11371","20260524"
"20260521","경의선","운정","8572","8377","20260524"
"20260521","경의선","운천","2","3","20260524"
"20260521","일산선","원당","13315","13004","20260524"
"20260521","중앙선","원덕","349","331","20260524"
"20260521","수인선","원인재","4995","5141","20260524"
"20260521","서해선","원종","5952","5720","20260524"
"20260521","일산선","원흥","13055","12450","20260524"
"20260521","경원선","월계","8718","8120","20260524"
"20260521","6호선","월곡(동덕여대)","14895","14098","20260524"
"20260521","수인선","월곶","3776","3527","20260524"
"20260521","6호선","월드컵경기장(성산)","4319","4432","20260524"
"20260521","경의선","월롱","2834","2426","20260524"
"20260521","3호선","을지로3가","14686","14086","20260524"
"20260521","2호선","을지로3가","29140","29616","20260524"
"20260521","2호선","을지로4가","16740","16604","20260524"
"20260521","5호선","을지로4가","7885","7608","20260524"
"20260521","2호선","을지로입구","57925","60063","20260524"
"20260521","경원선","응봉","2140","1766","20260524"
"20260521","6호선","응암","20466","20593","20260524"
"20260521","경부선","의왕","11013","11035","20260524"
"20260521","경원선","의정부","21074","21470","20260524"
"20260521","2호선","이대","22153","23996","20260524"
"20260521","분당선","이매","6337","5920","20260524"
"20260521","경강선","이매","1208","1051","20260524"
"20260521","7호선","이수","19556","19375","20260524"
"20260521","경강선","이천","3140","3346","20260524"
"20260521","4호선","이촌(국립중앙박물관)","11108","11830","20260524"
"20260521","경원선","이촌(국립중앙박물관)","4223","3588","20260524"
"20260521","6호선","이태원","11922","13314","20260524"
"20260521","과천선","인덕원","30108","30937","20260524"
"20260521","경인선","인천","3824","3042","20260524"
"20260521","수인선","인천","1044","1659","20260524"
"20260521","공항철도 1호선","인천공항1터미널","12373","11307","20260524"
"20260521","공항철도 1호선","인천공항2터미널","11461","9339","20260524"
"20260521","수인선","인천논현","6193","6677","20260524"
"20260521","수인선","인하대","9947","9337","20260524"
"20260521","경의선","일산","11862","11816","20260524"
"20260521","3호선","일원","13925","13617","20260524"
"20260521","경의선","임진강","5","2","20260524"
"20260521","7호선","자양(뚝섬한강공원)","9605","9312","20260524"
"20260521","8호선","잠실(송파구청)","20312","23292","20260524"
"20260521","2호선","잠실(송파구청)","83181","83753","20260524"
"20260521","2호선","잠실나루","19031","18239","20260524"
"20260521","2호선","잠실새내","26883","25774","20260524"
"20260521","3호선","잠원","8579","8096","20260524"
"20260521","7호선","장승배기","11257","11272","20260524"
"20260521","7호선","장암","3180","1149","20260524"
"20260521","8호선","장지","19525","17812","20260524"
"20260521","5호선","장한평","23545","23164","20260524"
"20260521","경원선","전곡","1123","1137","20260524"
"20260521","우이신설선","정릉","5591","5136","20260524"
"20260521","일산선","정발산","7916","7913","20260524"
"20260521","과천선","정부과천청사","16198","17210","20260524"
"20260521","안산선","정왕","12554","12650","20260524"
"20260521","분당선","정자","22286","23527","20260524"
"20260521","1호선","제기동","16826","17012","20260524"
"20260521","경인선","제물포","12940","12365","20260524"
"20260521","1호선","종각","47021","46467","20260524"
"20260521","1호선","종로3가","27523","24058","20260524"
"20260521","3호선","종로3가","13408","14242","20260524"
"20260521","5호선","종로3가","15717","16587","20260524"
"20260521","1호선","종로5가","25445","25162","20260524"
"20260521","2호선","종합운동장","18172","20715","20260524"
"20260521","9호선2~3단계","종합운동장","5785","5949","20260524"
"20260521","경인선","주안","20938","19064","20260524"
"20260521","일산선","주엽","10310","10240","20260524"
"20260521","분당선","죽전","16459","17909","20260524"
"20260521","7호선","중계","17304","15957","20260524"
"20260521","7호선","중곡","12664","12019","20260524"
"20260521","경인선","중동","10438","9729","20260524"
"20260521","중앙선","중랑","6347","6015","20260524"
"20260521","안산선","중앙","20742","21654","20260524"
"20260521","9호선2~3단계","중앙보훈병원","15637","13550","20260524"
"20260521","7호선","중화","13369","13173","20260524"
"20260521","9호선","증미","9487","9319","20260524"
"20260521","6호선","증산(명지대앞)","10537","10315","20260524"
"20260521","일산선","지축","1","0","20260524"
"20260521","3호선","지축","8719","8931","20260524"
"20260521","중앙선","지평","42","56","20260524"
"20260521","경원선","지행","7424","7595","20260524"
"20260521","경부선","직산","1103","1139","20260524"
"20260521","경부선","진위","1931","1698","20260524"
"20260521","4호선","창동","31132","32545","20260524"
"20260521","6호선","창신","4584","3842","20260524"
"20260521","경춘선","천마산","1775","1646","20260524"
"20260521","경부선","천안","8691","6959","20260524"
"20260521","7호선","천왕","13845","13434","20260524"
"20260521","8호선","천호(풍납토성)","20237","22793","20260524"
"20260521","5호선","천호(풍납토성)","22754","22376","20260524"
"20260521","7호선","철산","25926","26445","20260524"
"20260521","5호선","청구","4031","3804","20260524"
"20260521","6호선","청구","4422","4423","20260524"
"20260521","7호선","청담","21606","23716","20260524"
"20260521","공항철도 1호선","청라국제도시","9031","8745","20260524"
"20260521","경원선","청량리(서울시립대입구)","18252","18229","20260524"
"20260521","1호선","청량리(서울시립대입구)","25354","24965","20260524"
"20260521","분당선","청명","5494","5374","20260524"
"20260521","경원선","청산","132","108","20260524"
"20260521","경춘선","청평","1662","1653","20260524"
"20260521","경강선","초월","4131","3965","20260524"
"20260521","안산선","초지","5865","5910","20260524"
"20260521","4호선","총신대입구(이수)","22088","23778","20260524"
"20260521","경춘선","춘천","2462","1776","20260524"
"20260521","3호선","충무로","3","0","20260524"
"20260521","4호선","충무로","39074","39342","20260524"
"20260521","5호선","충정로(경기대입구)","6087","6332","20260524"
"20260521","2호선","충정로(경기대입구)","12480","13441","20260524"
"20260521","경의선","탄현","8600","8453","20260524"
"20260521","장항선","탕정","2885","2225","20260524"
"20260521","6호선","태릉입구","7707","9284","20260524"
"20260521","7호선","태릉입구","12112","11850","20260524"
"20260521","분당선","태평","14458","13921","20260524"
"20260521","경춘선","퇴계원","3784","3535","20260524"
"20260521","경의선","파주","1737","1527","20260524"
"20260521","경강선","판교","6879","6842","20260524"
"20260521","중앙선","팔당","784","749","20260524"
"20260521","경춘선","평내호평","7628","7502","20260524"
"20260521","과천선","평촌","21373","20784","20260524"
"20260521","경부선","평택","14474","14249","20260524"
"20260521","경부선","평택지제","5582","5317","20260524"
"20260521","경의선","풍산","7200","6863","20260524"
"20260521","7호선","하계","21286","19993","20260524"
"20260521","5호선","하남검단산","7525","7115","20260524"
"20260521","5호선","하남시청(덕풍?신장)","10145","9775","20260524"
"20260521","5호선","하남풍산","5336","5323","20260524"
"20260521","7호선","학동","26711","27705","20260524"
"20260521","3호선","학여울","2355","2400","20260524"
"20260521","6호선","한강진","10915","13284","20260524"
"20260521","경의선","한국항공대","4132","3828","20260524"
"20260521","경원선","한남","4039","3957","20260524"
"20260521","안산선","한대앞","11493","12540","20260524"
"20260521","4호선","한성대입구(삼선교)","18492","17693","20260524"
"20260521","9호선2~3단계","한성백제","3796","3474","20260524"
"20260521","2호선","한양대","18183","20281","20260524"
"20260521","분당선","한티","16484","17694","20260524"
"20260521","6호선","합정","14285","14236","20260524"
"20260521","2호선","합정","33223","36098","20260524"
"20260521","5호선","행당","9236","8232","20260524"
"20260521","경의선","행신","8729","8828","20260524"
"20260521","4호선","혜화","43505","43498","20260524"
"20260521","수인선","호구포","4524","4846","20260524"
"20260521","2호선","홍대입구","70160","74720","20260524"
"20260521","공항철도 1호선","홍대입구","14788","14422","20260524"
"20260521","경의선","홍대입구","2148","2454","20260524"
"20260521","3호선","홍제","21010","20038","20260524"
"20260521","우이신설선","화계","4371","4093","20260524"
"20260521","5호선","화곡","32530","30411","20260524"
"20260521","6호선","화랑대(서울여대입구)","14537","11845","20260524"
"20260521","경부선","화서","12519","12316","20260524"
"20260521","일산선","화정","19556","20252","20260524"
"20260521","중앙선","회기","33214","31186","20260524"
"20260521","경원선","회룡","15112","14922","20260524"
"20260521","4호선","회현(남대문시장)","30530","32304","20260524"
"20260521","6호선","효창공원앞","9532","8791","20260524"
"20260521","경의선","효창공원앞","3905","4209","20260524"
"20260521","9호선","흑석(중앙대입구)","12548","12908","20260524"
"20260520","우이신설선","4.19민주묘지","4617","4610","20260523"
"20260520","경원선","가능","6919","6854","20260523"
"20260520","8호선","가락시장","9504","10241","20260523"
"20260520","3호선","가락시장","9920","9592","20260523"
"20260520","7호선","가산디지털단지","51617","51225","20260523"
"20260520","경부선","가산디지털단지","18879","22334","20260523"
"20260520","9호선","가양","23928","23614","20260523"
"20260520","우이신설선","가오리","4676","4796","20260523"
"20260520","경의선","가좌","6719","6517","20260523"
"20260520","분당선","가천대","16051","16131","20260523"
"20260520","경춘선","가평","1564","1516","20260523"
"20260520","경인선","간석","5981","5803","20260523"
"20260520","경춘선","갈매","3003","2791","20260523"
"20260520","2호선","강남","88401","85990","20260523"
"20260520","분당선","강남구청","11133","12756","20260523"
"20260520","7호선","강남구청","18509","20400","20260523"
"20260520","5호선","강동","21641","20980","20260523"
"20260520","8호선","강동구청","12400","12972","20260523"
"20260520","경의선","강매","3573","3002","20260523"
"20260520","2호선","강변(동서울터미널)","26779","23607","20260523"
"20260520","5호선","강일","6734","6542","20260523"
"20260520","경춘선","강촌","384","379","20260523"
"20260520","5호선","개롱","7470","7676","20260523"
"20260520","경인선","개봉","24874","25021","20260523"
"20260520","분당선","개포동","4549","4732","20260523"
"20260520","9호선","개화","2801","1795","20260523"
"20260520","5호선","개화산","6664","6432","20260523"
"20260520","5호선","거여","11523","11691","20260523"
"20260520","7호선","건대입구","17241","17587","20260523"
"20260520","2호선","건대입구","38458","39858","20260523"
"20260520","공항철도 1호선","검암","6455","6206","20260523"
"20260520","경강선","경기광주","9245","8796","20260523"
"20260520","과천선","경마공원","1549","1562","20260523"
"20260520","3호선","경복궁(정부서울청사)","28709","27805","20260523"
"20260520","3호선","경찰병원","8925","8987","20260523"
"20260520","공항철도 1호선","계양","9872","10245","20260523"
"20260520","5호선","고덕","11895","11753","20260523"
"20260520","6호선","고려대(종암)","11614","11340","20260523"
"20260520","수인선","고색","6832","6650","20260523"
"20260520","7호선","고속터미널","17440","15777","20260523"
"20260520","3호선","고속터미널","46635","42538","20260523"
"20260520","9호선","고속터미널","14763","19414","20260523"
"20260520","안산선","고잔","9616","9117","20260523"
"20260520","경의선","곡산","597","652","20260523"
"20260520","경강선","곤지암","2378","2264","20260523"
"20260520","경의선","공덕","4945","3709","20260523"
"20260520","5호선","공덕","17030","17760","20260523"
"20260520","공항철도 1호선","공덕","3564","4339","20260523"
"20260520","6호선","공덕","21011","21059","20260523"
"20260520","7호선","공릉(서울과학기술대)","14585","14328","20260523"
"20260520","9호선","공항시장","3039","3351","20260523"
"20260520","공항철도 1호선","공항화물청사","2141","2243","20260523"
"20260520","과천선","과천","5934","5619","20260523"
"20260520","경부선","관악","7589","7479","20260523"
"20260520","신림선","관악산(서울대)","2911","2786","20260523"
"20260520","5호선","광나루(장신대)","12893","12521","20260523"
"20260520","경부선","광명","3815","3151","20260523"
"20260520","7호선","광명사거리","24225","23992","20260523"
"20260520","경원선","광운대","9579","9117","20260523"
"20260520","5호선","광화문(세종문화회관)","40365","41194","20260523"
"20260520","6호선","광흥창(서강)","11028","10939","20260523"
"20260520","2호선","교대(법원.검찰청)","35574","42695","20260523"
"20260520","3호선","교대(법원.검찰청)","19750","11163","20260523"
"20260520","경부선","구로","18057","18312","20260523"
"20260520","2호선","구로디지털단지","63717","63161","20260523"
"20260520","분당선","구룡","4108","4127","20260523"
"20260520","중앙선","구리","7951","8460","20260523"
"20260520","9호선","구반포","3048","2645","20260523"
"20260520","6호선","구산","8895","7281","20260523"
"20260520","분당선","구성","8689","8733","20260523"
"20260520","2호선","구의(광진구청)","31503","31317","20260523"
"20260520","경인선","구일","10574","11076","20260523"
"20260520","3호선","구파발","23975","22931","20260523"
"20260520","중앙선","국수","720","649","20260523"
"20260520","9호선","국회의사당","20751","20192","20260523"
"20260520","7호선","군자(능동)","17234","13914","20260523"
"20260520","5호선","군자(능동)","13379","14940","20260523"
"20260520","경부선","군포","7489","7430","20260523"
"20260520","경춘선","굴봉산","68","66","20260523"
"20260520","5호선","굽은다리(강동구민회관앞)","10895","10602","20260523"
"20260520","경춘선","금곡","1791","1770","20260523"
"20260520","경의선","금릉","5237","5016","20260523"
"20260520","경부선","금정","31196","32048","20260523"
"20260520","경부선","금천구청","11299","11720","20260523"
"20260520","경의선","금촌","6354","6282","20260523"
"20260520","3호선","금호","8880","8575","20260523"
"20260520","분당선","기흥","12803","12229","20260523"
"20260520","5호선","길동","9911","10355","20260523"
"20260520","4호선","길음","25340","26124","20260523"
"20260520","경춘선","김유정","317","326","20260523"
"20260520","서해선","김포공항","2904","4312","20260523"
"20260520","9호선","김포공항","5709","9900","20260523"
"20260520","5호선","김포공항","12882","7908","20260523"
"20260520","공항철도 1호선","김포공항","8935","5594","20260523"
"20260520","5호선","까치산","29930","29134","20260523"
"20260520","2호선","낙성대(강감찬)","30843","30717","20260523"
"20260520","7호선","남구로","17469","18477","20260523"
"20260520","수인선","남동인더스파크","2814","3128","20260523"
"20260520","3호선","남부터미널(예술의전당)","33895","33933","20260523"
"20260520","7호선","남성","12731","12605","20260523"
"20260520","경부선","남영","10145","10958","20260523"
"20260520","8호선","남위례","9100","8980","20260523"
"20260520","경춘선","남춘천","2709","2677","20260523"
"20260520","4호선","남태령","1562","1401","20260523"
"20260520","8호선","남한산성입구(성남법원.검찰청)","15110","14220","20260523"
"20260520","7호선","내방","17509","17530","20260523"
"20260520","9호선","노들","5446","4707","20260523"
"20260520","9호선","노량진","29940","28924","20260523"
"20260520","경부선","노량진","8000","8327","20260523"
"20260520","7호선","노원","22198","22509","20260523"
"20260520","4호선","노원","22082","24585","20260523"
"20260520","3호선","녹번","17256","16018","20260523"
"20260520","6호선","녹사평(용산구청)","5506","5401","20260523"
"20260520","경원선","녹양","4812","4641","20260523"
"20260520","경원선","녹천","4824","4263","20260523"
"20260520","7호선","논현","20473","21487","20260523"
"20260520","경의선","능곡","4838","4621","20260523"
"20260520","8호선","단대오거리","13765","13437","20260523"
"20260520","수인선","달월","111","77","20260523"
"20260520","5호선","답십리","18272","16739","20260523"
"20260520","신림선","당곡","5551","5526","20260523"
"20260520","2호선","당산","20468","23892","20260523"
"20260520","9호선","당산","22366","21776","20260523"
"20260520","경부선","당정","7230","7072","20260523"
"20260520","일산선","대곡","13512","11818","20260523"
"20260520","과천선","대공원","3090","3107","20260523"
"20260520","7호선","대림(구로구청)","9372","9399","20260523"
"20260520","2호선","대림(구로구청)","25710","26405","20260523"
"20260520","분당선","대모산입구","6564","6585","20260523"
"20260520","경부선","대방","11268","13407","20260523"
"20260520","신림선","대방","3836","2998","20260523"
"20260520","경춘선","대성리","376","360","20260523"
"20260520","안산선","대야미","5310","4809","20260523"
"20260520","3호선","대청","12271","11307","20260523"
"20260520","3호선","대치","13537","13827","20260523"
"20260520","일산선","대화","11645","9465","20260523"
"20260520","6호선","대흥(서강대앞)","12560","13262","20260523"
"20260520","경원선","덕계","7448","6931","20260523"
"20260520","중앙선","덕소","5809","5882","20260523"
"20260520","경원선","덕정","7310","7021","20260523"
"20260520","3호선","도곡","7294","7140","20260523"
"20260520","분당선","도곡","8896","9170","20260523"
"20260520","중앙선","도농","10746","9857","20260523"
"20260520","2호선","도림천","1485","1543","20260523"
"20260520","경원선","도봉","6344","6241","20260523"
"20260520","경원선","도봉산","6601","4324","20260523"
"20260520","7호선","도봉산","9950","11059","20260523"
"20260520","중앙선","도심","3209","2518","20260523"
"20260520","경인선","도원","3564","3612","20260523"
"20260520","경인선","도화","4252","3886","20260523"
"20260520","3호선","독립문","8247","8698","20260523"
"20260520","6호선","독바위","2831","3122","20260523"
"20260520","경부선","독산","18480","18974","20260523"
"20260520","6호선","돌곶이","14012","13260","20260523"
"20260520","1호선","동대문","12706","12127","20260523"
"20260520","4호선","동대문","20398","20533","20260523"
"20260520","4호선","동대문역사문화공원(DDP)","20957","18521","20260523"
"20260520","2호선","동대문역사문화공원(DDP)","14818","16945","20260523"
"20260520","5호선","동대문역사문화공원(DDP)","4187","4500","20260523"
"20260520","3호선","동대입구","13983","15205","20260523"
"20260520","경원선","동두천","2415","2407","20260523"
"20260520","경원선","동두천중앙","3146","3039","20260523"
"20260520","1호선","동묘앞","7425","7608","20260523"
"20260520","6호선","동묘앞","9748","10345","20260523"
"20260520","경인선","동암","15175","15247","20260523"
"20260520","경인선","동인천","13488","12492","20260523"
"20260520","9호선","동작(현충원)","1948","1598","20260523"
"20260520","4호선","동작(현충원)","1305","1532","20260523"
"20260520","경부선","두정","9398","10610","20260523"
"20260520","5호선","둔촌동","15462","15529","20260523"
"20260520","9호선2~3단계","둔촌오륜","5506","5482","20260523"
"20260520","9호선","등촌","14457","14237","20260523"
"20260520","공항철도 1호선","디지털미디어시티","16839","15829","20260523"
"20260520","6호선","디지털미디어시티","16485","18572","20260523"
"20260520","경의선","디지털미디어시티","2977","2728","20260523"
"20260520","2호선","뚝섬","27733","29333","20260523"
"20260520","5호선","마곡","19362","19021","20260523"
"20260520","공항철도 1호선","마곡나루(서울식물원)","18515","17920","20260523"
"20260520","9호선","마곡나루(서울식물원)","17988","17111","20260523"
"20260520","일산선","마두","8526","8831","20260523"
"20260520","7호선","마들","14775","14474","20260523"
"20260520","경춘선","마석","4938","4611","20260523"
"20260520","5호선","마장","6880","6718","20260523"
"20260520","5호선","마천","8384","7276","20260523"
"20260520","5호선","마포","17344","17499","20260523"
"20260520","6호선","마포구청","16655","15574","20260523"
"20260520","중앙선","망우","8035","7940","20260523"
"20260520","6호선","망원","16193","16974","20260523"
"20260520","경원선","망월사","10981","10874","20260523"
"20260520","분당선","망포","17340","16891","20260523"
"20260520","분당선","매교","5950","6020","20260523"
"20260520","3호선","매봉","15022","14349","20260523"
"20260520","분당선","매탄권선","6108","6072","20260523"
"20260520","7호선","먹골","11644","11671","20260523"
"20260520","7호선","면목","17046","16836","20260523"
"20260520","4호선","명동","36581","38368","20260523"
"20260520","5호선","명일","9327","9453","20260523"
"20260520","경부선","명학","10730","10698","20260523"
"20260520","분당선","모란","20521","21233","20260523"
"20260520","8호선","모란","5313","3987","20260523"
"20260520","5호선","목동","18264","20402","20260523"
"20260520","8호선","몽촌토성(평화의문)","9418","9960","20260523"
"20260520","3호선","무악재","4730","4791","20260523"
"20260520","2호선","문래","25904","26481","20260523"
"20260520","경의선","문산","5329","5246","20260523"
"20260520","8호선","문정","27514","28790","20260523"
"20260520","분당선","미금","16741","17462","20260523"
"20260520","5호선","미사","20178","20283","20260523"
"20260520","4호선","미아(서울사이버대학)","18050","17639","20260523"
"20260520","4호선","미아사거리","27568","27991","20260523"
"20260520","안산선","반월","4500","4381","20260523"
"20260520","7호선","반포","7543","7290","20260523"
"20260520","5호선","발산","27444","27891","20260523"
"20260520","2호선","방배","21908","22433","20260523"
"20260520","5호선","방이","8965","9419","20260523"
"20260520","경원선","방학","10590","10543","20260523"
"20260520","5호선","방화","7721","7637","20260523"
"20260520","장항선","배방","1248","1221","20260523"
"20260520","경의선","백마","8174","8198","20260523"
"20260520","일산선","백석","10755","11232","20260523"
"20260520","경춘선","백양리","49","77","20260523"
"20260520","경인선","백운","7413","7328","20260523"
"20260520","6호선","버티고개","2545","2474","20260523"
"20260520","과천선","범계","30800","31218","20260523"
"20260520","경춘선","별내","2589","2441","20260523"
"20260520","경부선","병점","18680","18699","20260523"
"20260520","7호선","보라매","7706","7963","20260523"
"20260520","신림선","보라매","5271","4689","20260523"
"20260520","신림선","보라매공원","2790","2990","20260523"
"20260520","신림선","보라매병원","10415","10534","20260523"
"20260520","6호선","보문","9186","9134","20260523"
"20260520","우이신설선","보문","2052","2080","20260523"
"20260520","경원선","보산","1467","1444","20260523"
"20260520","분당선","보정","2924","2648","20260523"
"20260520","분당선","복정","2","0","20260523"
"20260520","8호선","복정","11102","9799","20260523"
"20260520","장항선","봉명","1662","1664","20260523"
"20260520","9호선2~3단계","봉은사","29565","30837","20260523"
"20260520","2호선","봉천","26540","25242","20260523"
"20260520","6호선","봉화산(서울의료원)","9692","8967","20260523"
"20260520","경인선","부개","8993","8530","20260523"
"20260520","경강선","부발","2540","2425","20260523"
"20260520","경인선","부천","31931","31631","20260523"
"20260520","서해선","부천종합운동장","3503","3015","20260523"
"20260520","경인선","부평","28339","29217","20260523"
"20260520","우이신설선","북한산보국문","7005","6660","20260523"
"20260520","우이신설선","북한산우이","2828","2415","20260523"
"20260520","3호선","불광","17412","18514","20260523"
"20260520","6호선","불광","5125","4596","20260523"
"20260520","4호선","불암산","10567","9001","20260523"
"20260520","7호선","사가정","17647","18382","20260523"
"20260520","4호선","사당","28393","24625","20260523"
"20260520","2호선","사당","45015","48624","20260523"
"20260520","경춘선","사릉","2373","2240","20260523"
"20260520","수인선","사리","5682","5010","20260523"
"20260520","9호선","사평","4934","4923","20260523"
"20260520","안산선","산본","17130","18116","20260523"
"20260520","8호선","산성","6965","7162","20260523"
"20260520","4호선","삼각지(전쟁기념관)","6838","7810","20260523"
"20260520","6호선","삼각지(전쟁기념관)","8941","8249","20260523"
"20260520","경강선","삼동","2627","2516","20260523"
"20260520","2호선","삼성(무역센터)","68027","66455","20260523"
"20260520","9호선2~3단계","삼성중앙","9673","9965","20260523"
"20260520","일산선","삼송","20855","20626","20260523"
"20260520","우이신설선","삼양","2654","2890","20260523"
"20260520","우이신설선","삼양사거리","2947","3012","20260523"
"20260520","9호선2~3단계","삼전","9929","9800","20260523"
"20260520","분당선","상갈","5741","5586","20260523"
